Source,RA_ICRS,DE_ICRS,PQSO,PGal,Pstar,PWD,Pbin,Teff,logg,[Fe/H],Dist,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Teff-HS,logg1-MSC,logg-HS,logg-S,logg2-MSC
1287012720084864,44.261026944,2.06943683752,0.0,0.0,0.9999859,0.0,1.414E-5,3699.2205,4.7029,-1.28,747.977,0.0035,0.0025,0.0034,0.002,0.0014,9.5277,0.331,,,,,,,,,,
1287081441304192,44.25275040736,2.07561601547,1.4E-7,5.0E-8,0.99999505,0.0,4.78E-6,,,,,,,,,,,,,,,,,,,,,
1287150159041152,44.2800727874,2.08849648397,0.02654086,0.0,0.97342753,6.0E-8,3.151E-5,5572.045,4.7364,-2.1892,3702.028,0.0081,0.0068,0.0086,0.0048,0.0037,6.0997,0.5764,,,,,,,,,,
1287150159363712,44.29137691072,2.08944072339,0.0,0.0,0.99998987,0.0,1.01E-5,,,,,,,,,,,,,,,,,,,,,
1287218878710656,44.27574429449,2.090762997,0.0,0.0,0.9999841,0.0,1.589E-5,,,,,,,,,,,,,,,,,,,,,
1287287597995136,44.23969638289,2.09099540549,0.0,0.0,0.99983215,0.0,1.6784E-4,4161.931,4.3712,0.0335,1208.0559,0.7418,0.5301,0.7148,0.4256,0.2892,6.6506,0.9406,0.5657,0.085788965,0.65,3.282,0.5449531,,4.7144,,,4.7917
1287291893128320,44.23686594006,2.09391024502,0.0,0.0,0.99999714,0.0,2.9E-6,,,,,,,,,,,,,,,,,,,,,
1287390677532800,44.25392537284,2.10149558703,0.0,0.0,0.99998546,0.0,1.45E-5,,,,,,,,,,,,,,,,,,,,,
1287493758167552,44.25438541433,2.12055490634,6.335E-5,8.03E-6,0.9989606,2.91E-6,9.6512E-4,,,,,,,,,,,,,,,,,,,,,
1287562475899136,44.18494721183,2.07002652326,0.0,0.0,0.99972606,0.0,2.7395E-4,3554.9614,4.4677,-0.9221,503.338,0.4864,0.3351,0.4615,0.2751,0.1864,8.9603,0.4876,0.5616,0.04548033,,,0.32964393,,5.015,,,4.5859
1287596835961472,44.15483159713,2.06571475141,0.0,0.0,0.99999183,0.0,8.18E-6,,,,,,,,,,,,,,,,,,,,,
1287704210405760,44.19501287445,2.09535013304,0.0,0.0,0.99648726,0.0,0.00351277,,,,,,,,,,,,,,,,,,4.7997,,,4.7519
1287802994069760,44.14328898867,2.08835410383,0.0,0.0,0.99997085,0.0,2.913E-5,3802.5278,4.7,-1.0266,748.2493,0.0145,0.0104,0.0139,0.0083,0.0056,8.802,0.4273,0.451,0.037512783,0.534,2.897,0.40386033,,4.7442,,,4.7028
1287837354002048,44.152380595,2.09587538697,0.0,0.0,0.9999975,0.0,2.54E-6,,,,,,,,,,,,,,,,,,,,,
1287837354130944,44.14926737354,2.0860916912,2.78E-5,3.0E-8,0.9999644,0.0,7.79E-6,,,,,,,,,,,,,,,,,,,,,
1287871713546624,44.13052297888,2.08835770945,0.00512076,2.291E-5,0.99414927,3.1378E-4,3.9334E-4,,,,,,,,,,,,,,,,,,,,,
1287871713547264,44.12373088473,2.09047539288,1.0E-8,0.0,0.99999285,6.0E-8,7.12E-6,,,,,,,,,,,,,,,,,,,,,
1287974792763648,44.17710553884,2.10418685885,6.0E-8,7.2E-7,0.99998456,2.0E-8,1.466E-5,,,,,,,,,,,,,,,,,,,,,
1287974792763904,44.17404169296,2.11104672781,0.0,0.0,0.999739,0.0,2.6105E-4,3297.0447,4.6077,-1.1012,363.0389,0.1738,0.1141,0.1662,0.0957,0.0706,10.7657,0.2663,,,,,,,,,,
1287974793182336,44.18325213434,2.10756430451,7.63E-5,1.393E-5,0.9997682,8.8E-6,1.3284E-4,,,,,,,,,,,,,,,,,,,,,
1287979088312832,44.17129208649,2.10636531933,0.0,0.0,0.99995905,0.0,4.097E-5,5410.412,4.1809,-0.3645,1075.1371,0.0976,0.0805,0.1015,0.0583,0.0432,4.0671,1.5203,1.5618,1.8377733,0.957,13.153,0.5279129,,4.6084,,,4.5153
1288043512241920,44.15995971816,2.1178522046,0.0,0.0,0.99997044,0.0,2.956E-5,5466.928,4.6427,-1.0658,1394.0758,0.0154,0.0128,0.0162,0.0092,0.007,5.9181,0.6408,0.6367,0.32568434,,,0.654906,,4.5381,,,4.6728
1288043512242816,44.16856836481,2.12256437544,0.0,0.0,0.9999749,1.0E-8,2.509E-5,4918.844,4.7099,-0.6765,1486.2446,0.0032,0.0026,0.0033,0.0019,0.0014,6.6284,0.5894,0.5993,0.18932912,,,0.72032017,,4.5791,,,4.8775
1288077872300544,44.20954810613,2.10522184472,0.0,0.0,0.99998796,0.0,1.203E-5,,,,,,,,,,,,,,,,,,,,,
1288150887003776,44.20128048358,2.1145031161,0.0,0.0,0.99998283,0.0,1.718E-5,6119.111,4.3058,-0.9171,1074.6833,0.4294,0.3628,0.4552,0.2576,0.1977,4.4043,1.02,1.0256,1.3296549,1.139,,0.47998413,,4.3015,,,4.5632
1288180951194240,44.21075837274,2.11225207376,0.0,0.0,0.9999622,0.0,3.781E-5,,,,,,,,,,,,,,,,,,4.8992,,,5.1009
1288180951387264,44.20408927878,2.11651043857,0.7668319,1.92E-6,0.23316626,4.0E-8,0.0,,,,,,,,,,,,,,,,,,,,,
1288215310933120,44.2379139542,2.11608796974,0.0,0.0,0.99997216,0.0,2.784E-5,,,,,,,,,,,,,,,,,,,,,
1288215310934016,44.22654699136,2.12027678562,0.0,0.0,0.99984825,0.0,1.5178E-4,,,,,,,,,,,,,,,,,,,,,
1288253966217728,44.23490770468,2.12973093686,0.0,0.0,0.99998266,0.0,1.736E-5,5343.1694,4.727,-1.3898,1398.5548,0.008,0.0066,0.0083,0.0047,0.0036,6.2648,0.5758,0.5757,0.24290277,,,0.7181633,,4.5446,,,4.7948
1288322685694592,44.23075298007,2.13149163013,0.0,0.0,0.9999733,1.0E-8,2.671E-5,5552.758,4.5484,-1.4728,2107.5537,0.027,0.0225,0.0285,0.0161,0.0123,5.5391,0.7409,0.6594,0.36959535,,,0.6435322,,4.258,,,4.4944
1288322685694720,44.23151193595,2.13000314637,0.0,0.0,0.9982583,0.0,0.00174173,3738.1677,4.3945,-0.6198,493.2465,0.4337,0.3047,0.4149,0.2474,0.1675,7.7749,0.7409,0.757,0.09779025,0.625,12.8,0.38820657,,4.9499,,,4.8009
1288352751469696,44.18540679008,2.12136940556,0.0,5.0E-7,0.99999416,0.0,5.36E-6,,,,,,,,,,,,,,,,,,,,,
1288387109818368,44.19811232767,2.12972247951,0.0,0.0,0.9999981,0.0,1.91E-6,,,,,,,,,,,,,,,,,,,,,
1288455830685824,44.18590294339,2.13349466897,0.00185345,2.5379E-4,0.9515512,3.57E-4,0.04598459,,,,,,,,,,,,,,,,,,,,,
1288528844124288,44.22448138097,2.14565045954,0.0,0.0,0.99991286,0.0,8.717E-5,,,,,,,,,,,,,,,,,,,,,
1288627629070080,44.03332924509,2.02308804414,0.02456787,6.2095E-4,0.97480595,0.0,5.18E-6,,,,,,,,,,,,,,,,,,,,,
1288735002204416,44.03926203191,2.04363230275,1.2703E-4,2.108E-5,0.99945384,5.9E-6,3.9208E-4,,,,,,,,,,,,,,,,,,,,,
1288799426478464,44.06834189685,2.05338689265,0.0,0.0,0.99985397,0.0,1.4606E-4,3436.9548,4.6138,-1.1497,480.5144,0.0253,0.0171,0.0242,0.0141,0.0101,10.2116,0.2998,,,,,,,,,,
1288833786541568,44.0496771125,2.05152967553,0.0,0.0,0.9999939,0.0,6.09E-6,,,,,,,,,,,,,,,,,,,,,
1288872441556224,44.04679657118,2.0631772979,3.085E-5,0.00347325,0.99552906,0.0,9.668E-4,,,,,,,,,,,,,,,,,,,,,
1288971226405760,44.00512713882,2.05510240483,4.196E-5,1.953E-5,0.9992404,1.94E-6,6.9616E-4,,,,,,,,,,,,,,,,,,,,,
1289039944648192,44.03331324996,2.06695221662,0.0,0.0,0.9997719,0.0,2.281E-4,3430.7378,4.5752,-0.3879,548.8613,0.5795,0.3794,0.5592,0.3183,0.2407,9.1575,0.5177,,,,,,,,,,
1289074304387200,44.03619145002,2.06947749241,0.0,0.0,0.9999776,1.0E-8,2.244E-5,5368.8003,4.7396,-1.3888,2050.4204,0.0035,0.0029,0.0037,0.0021,0.0016,6.2574,0.5724,0.5721,0.24638271,,,0.74363184,,4.5847,,,4.6454
1289112959682176,44.01723400419,2.06585481709,0.0,0.0,0.99994916,0.0,5.08E-5,5332.763,4.3988,-0.714,794.82,0.1018,0.0838,0.106,0.0608,0.0452,5.1201,0.9761,0.9731,0.6880873,0.867,9.539,0.5590498,,4.3439,,,4.7525
1289143023864960,44.02872087744,2.07866250543,0.00290763,9.041E-5,0.9962133,1.2347E-4,6.6513E-4,,,,,,,,,,,,,,,,,,,,,
1289177383601024,44.08214915857,2.05953570115,4.0E-7,1.0E-8,0.9999927,1.0E-8,6.87E-6,,,,,,,,,,,,,,,,,,,,,
1289181679158016,44.07923758911,2.06329887883,0.0,0.0,0.99990845,0.0,9.155E-5,5112.849,4.4695,-1.3002,400.916,0.005,0.004,0.0051,0.003,0.0022,5.7196,0.8178,0.8182,0.4135174,0.818,10.519,0.55968934,,4.6912,,,4.7966
1289211743339776,44.08611508143,2.06455253704,0.0,0.0,0.99999017,1.0E-8,9.79E-6,5118.741,4.7779,-2.514,2139.831,0.0094,0.0076,0.0098,0.0056,0.0042,6.7795,0.5058,,,,,,,,,,
1289211743341312,44.08967445557,2.07468479786,0.0,0.0,0.9999841,0.0,1.589E-5,4095.3125,4.6843,-1.515,835.4565,0.0036,0.0027,0.0035,0.0021,0.0014,8.243,0.4504,0.6227,0.09721088,0.638,0.605,0.49274498,,4.6911,,,4.8226
1289280463012224,44.07852283896,2.08436820094,0.0,0.0,0.9999602,0.0,3.977E-5,,,,,,,,,,,,,,,,,,,,,
1289349182295552,44.10938227974,2.08142950457,5.072E-5,1.2567E-4,0.99905807,8.54E-6,7.5692E-4,,,,,,,,,,,,,,,,,,,,,
1289349182488832,44.11121932754,2.08347947004,0.0,0.0,0.9999925,0.0,7.55E-6,,,,,,,,,,,,,,,,,,,,,
1289349183736576,44.11763215627,2.0921965188,0.0,0.0,0.9999934,0.0,6.59E-6,,,,,,,,,,,,,,,,,,,,,
1289452261511040,44.05375192142,2.08223501548,0.0,0.0,0.999995,1.0E-8,4.97E-6,,,,,,,,,,,,,,,,,,,,,
1289520980988032,44.04212752706,2.08494739987,9.0E-8,1.6E-7,0.9999958,0.0,3.93E-6,,,,,,,,,,,,,,,,,,,,,
1289555341050496,44.05417661699,2.10603712665,0.0,0.0,0.9999902,0.0,9.75E-6,,,,,,,,,,,,,,,,,,,,,
1289697075232128,44.07689098745,2.1248452868,0.0,0.0,0.9999824,1.0E-8,1.761E-5,5414.8486,4.7121,-1.4027,1653.6174,0.0037,0.0031,0.0039,0.0022,0.0017,6.1538,0.5893,0.5921,0.27169466,,,0.71605146,,4.4677,,,4.5643
1289864578371584,44.00910482905,2.08422254788,0.0,0.0,0.99999845,0.0,1.54E-6,,,,,,,,,,,,,,,,,,,,,
1289868873926144,44.00278659233,2.08088857734,0.0,0.0,0.99998206,0.0,1.796E-5,5513.525,4.3697,-1.3864,1704.3473,0.0042,0.0035,0.0044,0.0025,0.0019,4.933,0.9954,0.9892,0.815177,0.889,11.381,0.5427411,,4.562,,,4.5003
1289898938110464,44.01696713947,2.08828945958,0.0,0.0,0.9999636,0.0,3.639E-5,4674.744,4.6603,-1.0005,1233.6345,0.009,0.0071,0.0091,0.0053,0.0038,6.9355,0.582,0.6354,0.17381345,0.758,2.522,0.64539504,,4.6551,,,4.7358
1289967657588608,44.00560723934,2.10285874921,0.0,0.0,0.9999892,0.0,1.078E-5,,,,,,,,,,,,,,,,,,,,,
1289967657781504,44.00737984023,2.09995086036,0.0,0.0,0.9999961,0.0,3.87E-6,,,,,,,,,,,,,,,,,,,,,
1290070736803072,43.95497925134,2.093298122,0.0,0.0,0.9999956,0.0,4.37E-6,4027.4602,4.7902,-0.5855,1033.5065,0.0029,0.0021,0.0028,0.0017,0.0011,8.2949,0.4673,,,,,,,,,,
1290070736803200,43.95945717811,2.09369157993,0.0,0.0,0.9999923,1.0E-8,7.69E-6,4543.0864,4.8198,-1.1946,1498.1069,0.0153,0.0119,0.0154,0.009,0.0063,7.5961,0.4637,,,,,,,,,,
1290070737124736,43.95260787767,2.08480894969,0.0,1.7E-7,0.99998546,0.0,1.435E-5,,,,,,,,,,,,,,,,,,,,,
1290173816018688,43.99957938551,2.10190438233,0.0,1.0E-8,0.999992,0.0,8.01E-6,,,,,,,,,,,,,,,,,,,,,
1290242535496576,43.98921877359,2.11390551795,0.0,0.0,0.99996644,0.0,3.353E-5,3467.2253,4.9471,-0.4402,568.7607,0.0118,0.0079,0.0114,0.0065,0.0048,10.1707,0.3102,,,,,,,,,,
1290311254972416,44.04393345084,2.1032984576,0.0,0.0,0.99885,0.0,0.00114999,3589.6987,4.5607,-0.2953,401.231,0.6714,0.4502,0.642,0.3727,0.269,8.5302,0.6082,0.459,0.030898051,,,0.4939988,,4.5921,,,4.8077
1290349910261888,44.02170850409,2.11599675091,0.0,0.0,0.9998808,0.0,1.1919E-4,6184.846,4.1018,-0.2855,627.464,0.1401,0.1194,0.1486,0.0844,0.0642,3.4895,1.4909,1.4633,2.8384035,1.21,3.827,0.43538857,,4.263,,,4.467
1290379974771840,44.0358571043,2.11303955036,0.0,0.0,0.9999944,0.0,5.61E-6,,,,,,,,,,,,,,,,,,,,,
1290379975730688,44.03518061317,2.12058620643,1.5E-5,1.043E-5,0.99945873,1.01E-6,5.1481E-4,,,,,,,,,,,,,,,,,,,,,
1290414334189952,44.05179576631,2.12124393189,1.0E-7,0.0,0.9999735,1.0E-8,2.641E-5,5204.3047,4.7238,-1.4429,1607.5698,0.0035,0.0029,0.0037,0.0021,0.0016,6.4574,0.5595,,,,,,,4.3103,,,4.5172
1290448694119680,44.06943873183,2.12129026359,0.0,0.0,0.99998385,0.0,1.611E-5,,,,,,,,,,,,,,,,,,,,,
1290487349214976,44.04878120742,2.1320825473,0.0,0.0,0.99996513,0.0,3.489E-5,5030.6533,4.1255,-0.3379,1512.632,0.3006,0.2401,0.3069,0.1785,0.1284,4.3354,1.5988,1.6065,1.4928564,,,0.4974956,,4.5065,,,4.5011
1290654853600256,44.01420947671,2.13399754142,1.2275E-4,4.482E-5,0.9992837,3.86E-6,5.4497E-4,,,,,,,,,,,,,,,,,,,,,
1290689212100480,44.03117558909,2.14022462921,0.0,0.0,0.9999867,1.0E-8,1.33E-5,4883.7065,4.7966,-1.5165,1550.8553,0.0037,0.0029,0.0038,0.0022,0.0016,7.074,0.4903,0.4866,0.12100447,,,0.7223076,,4.5858,,,4.6488
1290895370525056,44.10331444114,2.10739281467,0.0,0.0,0.9982583,0.0,0.00174173,,,,,,,,,,,,,,,,,,4.7768,,,4.7633
1290895370846592,44.10616922339,2.10413010093,0.0,0.0,0.99994195,0.0,5.809E-5,,,,,,,,,,,,,,,,,,,,,
1290929730263808,44.11984731544,2.11380880293,0.0,0.0,0.99991286,0.0,8.717E-5,3205.2998,4.6919,-0.7701,331.8858,0.0909,0.0593,0.0858,0.0499,0.036,11.0248,0.2667,,,,,,,,,,
1290934026006528,44.11380156956,2.11667394768,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1291170248435968,44.08640734172,2.13254423284,1.3E-7,1.0E-8,0.99998194,1.1E-7,1.78E-5,,,,,,,,,,,,,,,,,,,,,
1291243263457280,44.12524713564,2.13573290065,0.0,0.0,0.99296397,0.0,0.00703605,3358.3274,4.8281,0.0603,152.7068,0.8838,0.5595,0.8509,0.4781,0.3729,9.8852,0.4163,0.4251,0.020710677,,,0.65660554,,4.7865,,,5.1932
1291342047449472,44.12027348372,2.15760169759,0.0,0.0,0.9999826,0.0,1.74E-5,,,,,,,,,,,,,,,,,,,,,
1291376406866432,44.15839343672,2.13493612499,0.0,0.0,0.9999978,0.0,2.24E-6,4104.739,5.0084,-1.5518,938.4711,0.0026,0.0019,0.0025,0.0015,0.001,9.1122,0.2985,,,,,,,,,,
1291376406867200,44.16985045765,2.13796995914,0.0,0.0,0.99999076,2.0E-8,9.19E-6,,,,,,,,,,,,,,,,,,,,,
1291376407056768,44.16547671198,2.13244776529,0.00571177,7.725E-5,0.992981,3.4593E-4,8.8397E-4,,,,,,,,,,,,,,,,,,,,,
1291380702410240,44.16372651798,2.13783484545,1.0E-7,0.0,0.9999896,0.0,1.021E-5,,,,,,,,,,,,,,,,,,,,,
1291410766606464,44.17014186273,2.14325719809,0.0,0.0,0.99885,0.0,0.00114999,3519.82,4.7295,-0.1359,308.7855,0.9978,0.6531,0.9565,0.5491,0.4074,9.1804,0.4828,0.4989,0.03435549,,,0.5995692,,4.9812,,,5.0338
1291410768177664,44.18244899549,2.14906455282,0.0,0.0,0.9999905,0.0,9.48E-6,,,,,,,,,,,,,,,,,,,,,
1291479486086912,44.164376792,2.16291229874,0.0,0.0,0.99969655,0.0,3.0342E-4,3332.4836,4.8485,0.0545,410.3644,0.4011,0.2562,0.3887,0.2175,0.1711,10.0496,0.3964,,,,,,,,,,
1291513845823104,44.1877452588,2.1530296048,0.0,0.0,0.99999416,0.0,5.86E-6,3651.7432,4.9293,-0.8439,696.8211,0.0216,0.0152,0.0207,0.0123,0.0084,9.7335,0.3169,,,,,,,,,,
1291513846140288,44.18128783464,2.15077697692,0.0,0.0,0.99997145,0.0,2.855E-5,,,,,,,,,,,,,,,,,,,,,
1291651284778624,44.1433936406,2.16223532249,0.0,0.0,0.9999933,3.0E-8,6.68E-6,,,,,,,,,,,,,,,,,,,,,
1291788723733632,44.15907032829,2.17220360588,0.0,0.0,0.9999786,0.0,2.142E-5,3374.5576,4.6443,-0.8963,529.2327,0.0057,0.0039,0.0055,0.0032,0.0022,10.3196,0.3076,,,,,,,,,,
1291793019268992,44.16285662129,2.17963556984,0.0,0.0,0.9999873,0.0,1.272E-5,,,,,,,,,,,,,,,,,,,,,
1291926162680832,44.08053037318,2.1356747588,0.0,0.0,0.99996245,1.0E-8,3.756E-5,5448.4062,4.687,-1.5803,1914.7881,0.0076,0.0063,0.008,0.0045,0.0034,6.103,0.596,0.5745,0.2626671,,,0.67181176,,4.2702,,,4.5102
1291930458225920,44.07046549858,2.13816715944,0.0,0.0,0.99998075,0.0,1.929E-5,5171.9185,4.5977,-1.2377,1222.8132,0.004,0.0033,0.0042,0.0024,0.0018,6.1034,0.6668,0.8216,0.43533206,0.857,5.006,0.6142824,,4.299,,,4.6258
1291960522421376,44.08672125703,2.14867112443,0.0,0.0,0.9999801,0.0,1.991E-5,3191.359,5.0059,-0.1764,342.0464,0.0049,0.0031,0.0047,0.0026,0.0021,11.2808,0.2549,,,,,,,,,,
1291994882124928,44.06880986873,2.15159830198,0.0,0.0,0.999853,0.0,1.4697E-4,5879.889,4.2881,-0.3339,533.9017,0.1648,0.1383,0.1732,0.099,0.0743,4.3924,1.0925,1.0816,1.2646027,1.029,5.143,0.48853192,,4.5685,,,4.5826
1292029241898752,44.06978165415,2.15344788807,5.0E-8,0.0,0.9999756,5.4E-7,2.374E-5,6069.5586,4.7123,-4.0166,4711.2456,0.0032,0.0027,0.0034,0.0019,0.0015,5.5549,0.6337,,,,,,,,,,
1292029241899648,44.08344354998,2.15623105546,0.0,0.0,0.9999947,1.0E-8,5.3E-6,,,,,,,,,,,,,,,,,,,,,
1292029241899904,44.07628224668,2.15856694656,0.0,0.0,0.9999873,0.0,1.268E-5,3780.0806,4.8297,-0.8814,759.1044,0.0422,0.0301,0.0405,0.0242,0.0163,9.0744,0.3868,,,,,,,,,,
1292132321304192,44.09001474486,2.17040115624,0.0,0.0,0.9999944,0.0,5.62E-6,,,,,,,,,,,,,,,,,,,,,
1292132322492032,44.09128997266,2.16369076816,0.0,0.0,0.9999963,0.0,3.64E-6,,,,,,,,,,,,,,,,,,,,,
1292166680856320,44.1012335183,2.17790583878,0.94791824,1.16E-6,0.05208005,0.0,5.7E-7,,,,,,,,,,,,,,,,,,,,,
1292205336132736,44.05569190292,2.14985110841,0.0,0.0,0.99998355,0.0,1.643E-5,5265.6875,4.6744,-1.0128,1274.5382,0.0098,0.008,0.0102,0.0059,0.0043,6.2022,0.6102,0.8319,0.47737083,0.877,3.54,0.675065,,4.854,,,4.5691
1292239695870592,44.05949080798,2.16191723373,0.0,0.0,0.9998199,0.0,1.8016E-4,4851.4453,4.6036,-0.2251,537.9415,0.2359,0.1856,0.2382,0.1397,0.0985,6.3646,0.6867,0.7343,0.26900175,0.793,3.733,0.6401456,,4.7062,,,4.8328
1292269760385920,44.04848334502,2.16139451261,5.225E-5,1.383E-5,0.9997174,2.86E-6,2.1359E-4,,,,,,,,,,,,,,,,,,,,,
1292407199340928,44.0659887634,2.17848091372,0.0,0.0,0.99996513,0.0,3.489E-5,,,,,,,,,,,,,,,,,,,,,
1292480214037760,44.11843694271,2.16688699966,0.0,0.0,0.99969655,0.0,3.0342E-4,4350.5396,4.6072,0.3224,52.6546,0.2624,0.1953,0.2566,0.1533,0.1033,7.015,0.6964,0.6992,0.15780029,0.684,,0.65557796,,5.006,,5.13,5.0897
1292544637979136,44.10421557611,2.18076624218,0.0,0.0,0.9999836,0.0,1.637E-5,,,,,,,,,,,,,,,,,,,,,
1292544639390720,44.10942583227,2.18396323809,0.00237233,1.1E-4,0.9942398,2.096E-4,0.0030683,,,,,,,,,,,,,,,,,,,,,
1292548933003264,44.10818738802,2.17591023151,0.0,0.0,0.9999737,0.0,2.632E-5,,,,,,,,,,,,,,,,,,,,,
1292578997718144,44.1211287994,2.18579267569,0.0,0.0,0.9999798,0.0,2.017E-5,4908.41,4.7256,-0.8437,1283.793,0.0495,0.0395,0.0506,0.0293,0.0213,6.7157,0.5681,0.5246,0.13820371,,,0.7101435,,4.6041,,,4.9388
1292578999150592,44.12125839962,2.1848838769,4.0E-8,0.0,0.9999195,3.7E-7,8.011E-5,,,,,,,,,,,,,,,,,,,,,
1292613357458048,44.13877349807,2.19490787477,8.374E-5,2.5481E-4,0.99801385,7.41E-6,0.00164021,,,,,,,,,,,,,,,,,,,,,
1292647717510784,44.15581809902,2.19348295675,2.0E-8,8.0E-8,0.99999774,0.0,2.17E-6,,,,,,,,,,,,,,,,,,,,,
1292853875629312,44.10263986765,2.20599721674,0.0,0.0,0.9999845,2.0E-8,1.551E-5,5197.495,4.765,-1.5715,2037.6964,0.0041,0.0034,0.0043,0.0025,0.0018,6.5745,0.53,0.5303,0.18719079,,,0.7378307,,4.5369,,,4.7694
1292926890634112,44.12679058307,2.22086457915,0.0,0.0,0.9999798,0.0,2.021E-5,5814.2437,4.5096,-0.8436,1376.9213,0.2382,0.1995,0.2509,0.1427,0.1083,5.1997,0.7819,0.7784,0.6205142,,,0.6008017,,4.4877,,,4.6399
1292956954848256,44.11042202691,2.22050354746,0.0,0.0,0.99999386,4.0E-8,6.08E-6,,,,,,,,,,,,,,,,,,,,,
1292961250372736,44.10966017274,2.2253242265,0.0,0.0,0.9999752,0.0,2.479E-5,5376.7993,4.7122,-1.2861,1804.9115,0.0058,0.0048,0.006,0.0034,0.0026,6.1827,0.5903,0.5815,0.25508735,,,0.72362536,,4.5041,,,4.5379
1293098689359616,44.28358570866,2.11300593506,0.0,0.0,0.9999536,0.0,4.637E-5,5506.247,4.1661,-0.866,1181.306,0.1994,0.1654,0.2089,0.1191,0.0898,4.0848,1.4663,1.5061,1.8559353,0.956,12.992,0.49736193,,4.4929,,,4.5928
1293167408835328,44.32428406648,2.11753389829,0.0,0.0,0.99948806,0.0,5.1194E-4,4314.4683,4.6323,0.2522,202.1063,0.6287,0.4612,0.6108,0.3654,0.2454,7.1635,0.6662,0.6622,0.13714385,0.691,5.8,0.66951674,,4.6992,,,4.454
1293270488049920,44.31813280009,2.13542016971,5.675E-5,2.338E-4,0.9989763,3.43E-6,7.2968E-4,,,,,,,,,,,,,,,,,,,,,
1293304847401600,44.27012622033,2.12138358238,3.5E-7,0.0,0.9999846,0.0,1.499E-5,,,,,,,,,,,,,,,,,,,,,
1293304847789440,44.27877035237,2.12249076419,0.0,0.0,0.9995907,0.0,4.0932E-4,3932.5142,4.709,-0.2444,404.1396,0.7608,0.5337,0.7296,0.433,0.2964,8.1644,0.5418,0.623,0.087867126,0.615,0.473,0.6277586,,4.8627,,,4.8481
1293369271691136,44.26248812936,2.13057019376,0.0,0.0,0.9999923,2.0E-8,7.68E-6,5170.269,4.7935,-1.6707,2860.118,0.0023,0.0019,0.0024,0.0014,0.001,6.6687,0.5163,,,,,,,,,,
1293403631429376,44.27113083805,2.13050708616,0.0,0.0,0.99998313,0.0,1.685E-5,4764.302,4.7999,-1.2889,1284.0636,0.0129,0.0102,0.0132,0.0077,0.0055,7.213,0.4886,0.4891,0.11057914,,,0.7364769,,4.5739,,,4.7478
1293403631620736,44.27286328344,2.13588924469,0.0,0.0,0.9999883,0.0,1.171E-5,,,,,,,,,,,,,,,,,,,,,
1293442286741888,44.29547268028,2.14415614417,0.0,0.0,0.9999605,0.0,3.952E-5,5106.246,4.7787,-1.4552,1635.373,0.0025,0.002,0.0026,0.0015,0.0011,6.6872,0.5259,0.528,0.17110987,,,0.73832536,,4.3343,,,4.4718
1293442286742016,44.30638618711,2.13578059549,0.0,0.0,0.9999808,0.0,1.919E-5,4310.699,4.8289,-1.1406,1014.8804,0.0297,0.0224,0.0293,0.0174,0.012,7.9765,0.4451,0.4232,0.05510054,,,0.7068967,,4.6168,,,4.6965
1293472350908416,44.30769434151,2.14311313332,0.0,0.0,0.9999857,0.0,1.435E-5,,,,,,,,,,,,,,,,,,,,,
1293476646479872,44.30881878478,2.14636356579,0.0,0.0,0.99996746,0.0,3.253E-5,5405.0093,4.6208,-0.4971,900.9085,0.2651,0.2164,0.2741,0.1582,0.1159,5.7938,0.6943,0.8383,0.5165571,0.902,3.042,0.6618393,,4.578,,,4.4957
1293609790052224,44.35297040742,2.1519081889,0.0,0.0,0.9998619,0.0,1.3807E-4,3248.4368,4.9694,-0.1495,341.6615,0.2823,0.1786,0.2725,0.1526,0.12,10.8734,0.2894,,,,,,,,,,
1293644149601152,44.32601764683,2.14695856562,0.0,0.0,0.9999837,0.0,1.629E-5,4582.699,4.4006,-0.9715,1760.1326,0.0065,0.005,0.0065,0.0038,0.0027,6.1762,0.8738,0.7402,0.21708407,0.735,4.556,0.54524446,,4.5678,,,4.8723
1293644149918976,44.33026057095,2.14950664063,0.0,0.0,0.9999926,0.0,7.38E-6,,,,,,,,,,,,,,,,,,,,,
1293678509340800,44.35067321788,2.15544054358,0.0,0.0,0.9999824,1.0E-8,1.761E-5,,,,,,,,,,,,,,,,,,,,,
1293682805068672,44.33557181697,2.15463717513,0.0,0.0,0.99999225,0.0,7.77E-6,,,,,,,,,,,,,,,,,,,,,
1293717164193280,44.3680477803,2.15243857781,0.0,0.0,0.9999862,0.0,1.388E-5,,,,,,,,,,,,,,,,,,,,,
1293717164647424,44.36463041295,2.15327332976,0.0,0.0,0.99997264,0.0,2.736E-5,4825.9707,4.3917,-1.3194,1827.933,0.0083,0.0066,0.0085,0.0049,0.0036,5.8358,0.8902,0.8914,0.38742808,,,0.50767595,,4.7704,,,4.8018
1293717164647936,44.35742639815,2.15084078962,0.0,0.0,0.99998903,0.0,1.096E-5,4357.232,4.7515,-0.7045,989.3677,0.0158,0.012,0.0157,0.0093,0.0064,7.5984,0.5182,0.5075,0.082951546,,,0.6851481,,4.5628,,,4.7723
1293888962886656,44.3293273057,2.1684994183,0.0,0.0,0.99999887,0.0,1.11E-6,,,,,,,,,,,,,,,,,,,,,
